"species","sample","treat","stem_count","diameter_total","stem_density","plant_g","plant_total_mg","plant_total_abun","herb_mg","herb_abun","omni_mg","omni_abun","pred_mg","pred_abun","iph_mg","iph_abun","iph_mg_omni","iph_abun_omni","plant_total_mg_dens","plant_total_abun_dens","herb_mg_dens","herb_abun_dens","omni_mg_dens","omni_abun_dens","pred_mg_dens","pred_abun_dens"
"ERFA","ERFA11","T",20,3.42,5.847953216,651.45,10.4050782235656,31,4.82225119643011,17,0.341,10,5.24182702713549,4,1.08700829003184,0.235294117647059,1.01521828547867,0.148148148148148,0.0159721823985964,0.0475861539642336,0.00740233509314623,0.0260956328190959,0.00052344769360657,0.015350372246527,0.00804639961184356,0.00614014889861079
"ERFA","ERFA12","T",14,3.6,3.888888889,651.45,10.9537637897495,34,7.19926910486467,26,0.321158637940789,2,3.43333604694405,6,0.476900640458638,0.230769230769231,0.456534676532011,0.214285714285714,0.0168144351673183,0.0521912656381917,0.0110511460662594,0.0399109678409701,0.000492990464257869,0.0030700744493054,0.00527029863680106,0.00921022334791619
"ERFA","ERFA13","T",14,3.27,4.281345566,304.01,8.6864762385018,20,4.13282055064384,15,0,0,4.55365568785797,5,1.10182758531545,0.333333333333333,1.10182758531545,0.333333333333333,0.0285729950939173,0.0657873096279728,0.0135943572601027,0.0493404822209796,0,0,0.0149786378338146,0.0164468274069932
"ERFA","ERFA2","T",16,3.81,4.199475066,608.02,16.1538283929252,45,3.06086967175917,11,0.8866,26,12.206358721166,8,3.98787273884505,0.727272727272727,3.09219822725738,0.216216216216216,0.0265679227540627,0.0740107233314694,0.0050341595206723,0.0180915101476925,0.00145817571790402,0.0427617512581823,0.0200755875154863,0.0131574619255946
"ERFA","ERFA3","T",24,3.57,6.722689076,477.73,2.58359808220049,17,1.60892331361225,14,0.974674768588241,3,0,0,0,0,0,0,0.00540807167688965,0.0355849538442216,0.00336785069728142,0.029305256107006,0.00204022097960823,0.00627969773721558,0,0
"ERFA","ERFA4","C",25,3.72,6.720430108,434.3,7.81204479640966,28,5.75564222406498,19,0.23692322268538,3,1.81947934965931,6,0.316120995508002,0.315789473684211,0.303622774891174,0.272727272727273,0.0179876693447149,0.0644715634354133,0.0132526875985839,0.0437485609026019,0.000545528949310108,0.00690766751093714,0.00418945279682088,0.0138153350218743
"ERFA","ERFA5","C",16,2.97,5.387205387,608.02,10.9975880496789,25,4.62574554677443,19,0,0,6.37184250290447,6,1.37747362851543,0.315789473684211,1.37747362851543,0.315789473684211,0.018087543254628,0.041117068517483,0.00760788386364664,0.0312489720732871,0,0,0.0104796593909813,0.00986809644419591
"ERFA","ERFA6","T",18,3.9,4.615384615,477.73,16.9261748262732,28,7.47016645728289,20,4.66805519191317,5,4.78795317707711,3,0.640943304872301,0.15,0.394452607264279,0.12,0.035430420585421,0.0586105122140121,0.0156367957994744,0.0418646515814372,0.00977132520861819,0.0104661628953593,0.0100222995773284,0.00627969773721558
"ERFA","ERFA7","C",35,4.68,7.478632479,955.46,12.2887254626724,30,6.75029054793654,24,1.81642160754831,2,3.72201330718755,4,0.551385644922397,0.166666666666667,0.434473954491925,0.153846153846154,0.0128615802468679,0.0313984886860779,0.0070649640465708,0.0251187909488623,0.0019010964431251,0.00209323257907186,0.00389551975717199,0.00418646515814372
"ERFA","ERFA8","T",30,4.53,6.622516556,1042.32,7.60803298554308,28,5.32927983105915,27,0,0,2.27875315448393,1,0.427591199321776,0.037037037037037,0.427591199321776,0.037037037037037,0.00729913364949639,0.0268631514314222,0.00511290182579164,0.0259037531660143,0,0,0.00218623182370475,0.000959398265407936
"ERFA","ERFA9","C",24,4.8,5,825.17,11.6984501552935,28,4.33574323636857,10,2.3565203676873,11,5.00618655123766,7,1.15463169249631,0.7,0.748055792094569,0.333333333333333,0.0141770182571998,0.0339324018081123,0.0052543636297594,0.0121187149314687,0.00285579985662021,0.0133305864246155,0.00606685477082015,0.00848310045202807
"ERPA","ERPA1","T",30,3.42,8.771929825,542.24,8.96555863090126,7,7.37906898412583,5,0.653516130647452,1,0.932973516127979,1,0.126435125912907,0.2,0.11614860008294,0.166666666666667,0.0165342996291333,0.0129094128061375,0.0136084925201494,0.00922100914724107,0.00120521564371395,0.00184420182944821,0.00172059146526995,0.00184420182944821
"ERPA","ERPA10","C",25,3.63,6.887052342,847.25,8.01342693070595,14,4.0505076372147,10,0.00529158468263005,1,3.95762770880862,3,0.97706955850355,0.3,0.975794779840512,0.272727272727273,0.0094581610276848,0.016524048391856,0.004780770300637,0.0118028917084686,0.00000624560009752735,0.00118028917084686,0.00467114512695027,0.00354086751254057
"ERPA","ERPA11","T",18,3.93,4.580152672,508.35,2.39629979144087,16,1.12732463349785,13,0,0,1.26897515794302,3,1.12565193754852,0.230769230769231,1.12565193754852,0.230769230769231,0.00471387782323374,0.0314743778892495,0.00221761509491068,0.0255729320350152,0,0,0.00249626272832305,0.00590144585423429
"ERPA","ERPA12","T",11,2.61,4.214559387,643.91,9.64674634835244,18,5.31010762562637,11,0.540905664538888,3,3.79573305818719,4,0.714812829756807,0.363636363636364,0.648730889838737,0.285714285714286,0.0149815134853511,0.0279542172042677,0.00824666121915543,0.0170831327359414,0.00084003302408549,0.00465903620071128,0.00589481924211021,0.00621204826761504
"ERPA","ERPA13","T",15,3.9,3.846153846,948.92,9.30987467722145,27,7.52110416336394,25,0,0,1.78877051385752,2,0.237833498247611,0.08,0.237833498247611,0.08,0.00981102166380881,0.0284533996543439,0.00792596231859792,0.0263457404206888,0,0,0.00188505934521089,0.0021076592336551
"ERPA","ERPA2","C",18,3.66,4.918032787,610.02,2.36830184041556,6,2.36830184041556,6,0,0,0,0,0,0,0,0,0.0038823347438044,0.00983574309039048,0.0038823347438044,0.00983574309039048,0,0,0,0
"ERPA","ERPA3","T",25,3,8.333333333,542.24,30.5804719132026,23,22.4476387480728,17,0,0,8.13283316512978,6,0.362302389859513,0.352941176470588,0.362302389859513,0.352941176470588,0.0563965622477179,0.0424166420773089,0.0413979764459885,0.0313514311006197,0,0,0.0149985858017295,0.0110652109766893
"ERPA","ERPA4","C",30,3.9,7.692307692,847.25,15.2963168394707,20,12.5314316654703,17,0,0,2.76488517400045,3,0.220636017321066,0.176470588235294,0.220636017321066,0.176470588235294,0.0180540771194697,0.0236057834169371,0.0147907130899619,0.0200649159043966,0,0,0.00326336402950776,0.00354086751254057
"ERPA","ERPA5","T",31,3.54,8.757062147,813.36,20.2015376479655,39,6.65625075363885,29,0,0,13.5452868943267,10,2.03497244855472,0.344827586206897,2.03497244855472,0.344827586206897,0.02483714179203,0.0479492475656536,0.00818364654475122,0.0356545687026655,0,0,0.0166534952472788,0.0122946788629881
"ERPA","ERPA6","C",22,3,7.333333333,305.01,2.36813860970498,12,2.36813860970498,12,0,0,0,0,0,0,0,0,0.00776413432249755,0.0393429723615619,0.00776413432249755,0.0393429723615619,0,0,0,0
"ERPA","ERPA7","T",20,4.41,4.535147392,1152.26,22.0015037798603,26,3.02490105004261,9,2.19747026598099,10,16.7791324638367,7,5.54700209568851,0.777777777777778,3.21293363655586,0.368421052631579,0.0190942181277319,0.0225643517956017,0.00262518967077101,0.00781073716001597,0.00190709585161421,0.00867859684446219,0.0145619326053466,0.00607501779112353
"ERPA","ERPA8","C",19,4.89,3.885480573,982.81,25.1728573564273,29,17.5661708728837,24,0,0,7.60668648354359,5,0.433030427552415,0.208333333333333,0.433030427552415,0.208333333333333,0.0256131473595377,0.0295072292711714,0.0178734148745777,0.0244197759485557,0,0,0.00773973248496005,0.00508745332261577
"ISME","ISME1","T",17,1.92,8.854166667,876.96,16.0594835182542,15,13.9812460964778,12,0,0,2.07823742177647,3,0.148644649227656,0.25,0.148644649227656,0.25,0.0183126750573051,0.0171045429666119,0.0159428549722653,0.0136836343732895,0,0,0.00236982008503976,0.00342090859332239
"ISME","ISME10","C",19,1.44,13.19444444,779.52,35.495195685501,21,34.993455009094,19,0.501740676406959,2,0,0,0,0,0,0,0.0455346824783213,0.0269396551724138,0.0448910291064938,0.024373973727422,0.000643653371827482,0.00256568144499179,0,0
"ISME","ISME11","C",10,1.62,6.172839506,974.4,39.8633689579882,33,38.4176930202573,31,0,0,1.44567593773091,2,0.0376304724223971,0.0645161290322581,0.0376304724223971,0.0645161290322581,0.0409106824281488,0.0338669950738916,0.0394270248565859,0.0318144499178982,0,0,0.00148365757156292,0.00205254515599343
"ISME","ISME12","C",24,2.97,8.080808081,1364.16,20.4074471719127,35,18.6614288069491,30,0.620076091662368,2,1.12594227330124,3,0.0603352661229222,0.1,0.0583949374917475,0.09375,0.014959716728179,0.0256568144499179,0.0136797947505784,0.0219915552427868,0.000454547920817476,0.00146610368285245,0.000825374056783103,0.00219915552427868
"ISME","ISME13","C",11,1.77,6.214689266,779.52,23.2363388359086,25,23.2363388359086,25,0,0,0,0,0,0,0,0,0.0298085217004165,0.0320710180623974,0.0298085217004165,0.0320710180623974,0,0,0,0
"ISME","ISME2","T",17,2.52,6.746031746,779.52,12.7478084574712,18,5.77862634119189,11,0.0868525518476211,2,6.88232956443166,5,1.19099750668636,0.454545454545455,1.17336191808632,0.384615384615385,0.0163534078118216,0.0230911330049261,0.00741305719056841,0.0141112479474548,0.000111417990362814,0.00256568144499179,0.00882893263089037,0.00641420361247947
"ISME","ISME3","T",14,1.47,9.523809524,876.96,24.6761813099402,10,18.9326172367419,8,0,0,5.74356407319827,2,0.303368731400322,0.25,0.303368731400322,0.25,0.0281383202311852,0.011403028644408,0.021588917666418,0.00912242291552636,0,0,0.00654940256476723,0.00228060572888159
"ISME","ISME4","T",15,1.74,8.620689655,1071.84,14.6025644803826,19,10.5191772472827,16,0,0,4.08338723309986,3,0.388185039296174,0.1875,0.388185039296174,0.1875,0.0136238286314959,0.017726526347216,0.00981413013815747,0.0149276011344977,0,0,0.00380969849333843,0.00279892521271832
"ISME","ISME5","T",14,2.13,6.572769953,876.96,16.7868407696266,16,8.77165330424141,13,0,0,8.01518746538521,3,0.913760175805122,0.230769230769231,0.913760175805122,0.230769230769231,0.0191420826145168,0.0182448458310527,0.010002341388708,0.0148239372377303,0,0,0.00913974122580871,0.00342090859332239
"ISME","ISME6","T",14,1.98,7.070707071,584.64,25.8119808816168,32,25.8119808816168,32,0,0,0,0,0,0,0,0,0.044150213604298,0.0547345374931582,0.044150213604298,0.0547345374931582,0,0,0,0
"ISME","ISME7","T",21,1.92,10.9375,1169.28,12.2769042255506,15,10.1780515182692,13,0,0,2.09885270728142,2,0.206213606161658,0.153846153846154,0.206213606161658,0.153846153846154,0.0104995417911455,0.0128284072249589,0.00870454597553123,0.0111179529282978,0,0,0.00179499581561424,0.00171045429666119
"ISME","ISME8","T",11,2.31,4.761904762,682.08,37.2507676179896,28,33.7303930329585,23,0,0,3.52037458503108,5,0.104368027422368,0.217391304347826,0.104368027422368,0.217391304347826,0.0546134875938154,0.0410509031198686,0.0494522534496812,0.0337203847056064,0,0,0.00516123414413423,0.00733051841426226
"ISME","ISME9","C",25,1.8,13.88888889,1071.84,25.8453467190412,25,24.8199418758354,23,0,0,1.02540484320586,2,0.0413137487724816,0.0869565217391304,0.0413137487724816,0.0869565217391304,0.0241130641877904,0.0233243767726526,0.0231563870314929,0.0214584266308404,0,0,0.000956677156297449,0.00186595014181221
"LUAL","LUAL1","T",4,1.53,2.614379085,252.76,19.6698472172706,35,15.9824087029617,29,0.873263157245551,2,2.81417535706338,4,0.176079551547314,0.137931034482759,0.166957175032997,0.129032258064516,0.077820253272949,0.138471277100807,0.063231558407033,0.114733343883526,0.00345491041796784,0.00791264440576041,0.0111337844479482,0.0158252888115208
"LUAL","LUAL10","T",7,2.52,2.777777778,505.52,10.6911750714349,9,10.3733213805458,7,0,0,0.317853690889069,2,0.0306414579505051,0.285714285714286,0.0306414579505051,0.285714285714286,0.0211488666549985,0.0178034499129609,0.0205201008477326,0.0138471277100807,0,0,0.000628765807265922,0.0039563222028802
"LUAL","LUAL11","T",5,2.94,1.700680272,505.52,42.6864543698022,41,29.717365004501,30,0.878988106392396,4,12.0901012589088,7,0.406836247328042,0.233333333333333,0.395148441877681,0.205882352941176,0.0844406835927405,0.0811046051590441,0.0587857354892011,0.059344833043203,0.00173878008069393,0.00791264440576041,0.0239161680228455,0.0138471277100807
"LUAL","LUAL12","T",11,2.43,4.526748971,758.28,32.5645074360651,51,22.812567604651,41,0.659241079794297,3,9.09269875161978,7,0.398582873668546,0.170731707317073,0.387388073661553,0.159090909090909,0.0429452279317206,0.0672574774489634,0.0300846225729955,0.0540697367726961,0.000869390040346966,0.0039563222028802,0.0119912153183781,0.00923141847338714
"LUAL","LUAL13","T",10,2.4,4.166666667,631.9,22.9812284096708,36,22.8355324629924,35,0,0,0.145695946678408,1,0.00638022988579421,0.0285714285714286,0.00638022988579421,0.0285714285714286,0.0363684576826568,0.0569710397214749,0.0361378896391714,0.0553885108403228,0,0,0.000230568043485374,0.00158252888115208
"LUAL","LUAL2","C",12,2.49,4.819277108,379.14,16.6314625615466,27,6.20113424281349,18,2.21084523362103,6,8.21948308511211,3,1.32548059165752,0.166666666666667,0.977116397886887,0.125,0.0438662830657452,0.0712137996518436,0.0163557900585891,0.0474758664345624,0.00583121072327116,0.0158252888115208,0.0216792822838849,0.00791264440576041
"LUAL","LUAL3","C",5,1.92,2.604166667,379.14,6.52480454147973,15,3.82941521009673,10,1.917833218891,3,0.777556112491998,2,0.203048264508344,0.2,0.135291891780803,0.153846153846154,0.0172094860512732,0.039563222028802,0.0101002669465019,0.0263754813525347,0.00505837743021311,0.00791264440576041,0.00205084167455821,0.00527509627050694
"LUAL","LUAL4","T",7,2.52,2.777777778,505.52,4.8531359829341,16,0.772159380414109,13,0.0341,1,4.04687660251999,2,5.2409861295082,0.153846153846154,5.01932343465132,0.142857142857143,0.00960028482143951,0.0316505776230416,0.00152745565044728,0.0257160943187213,0.0000674552935591075,0.0019781611014401,0.00800537387743312,0.0039563222028802
"LUAL","LUAL5","C",5,1.74,2.873563218,315.95,3.19880984445269,16,2.50782344525991,13,0.253847026598099,2,0.43713937259468,1,0.174310266307194,0.0769230769230769,0.158288027861839,0.0666666666666667,0.01012441792832,0.0506409241968666,0.00793740606190826,0.0411457509099541,0.000803440501972144,0.00633011552460832,0.00138357136443956,0.00316505776230416
"LUAL","LUAL6","T",3,1.8,1.666666667,379.14,18.0748569066477,23,10.2711585385472,14,2.28170702988314,5,5.52199133821738,4,0.537621079208698,0.285714285714286,0.439898866765915,0.210526315789474,0.047673305129102,0.0606636071108298,0.0270906750502379,0.0369256738935486,0.00601811212186302,0.0131877406762673,0.0145645179570011,0.0105501925410139
"LUAL","LUAL7","T",4,2.4,1.666666667,631.9,34.8823685353849,39,13.0777710124485,27,5.91290554130514,2,15.8916919816313,10,1.2151682397944,0.37037037037037,0.836815472932174,0.344827586206897,0.0552023556502372,0.0617186263649312,0.0206959503282932,0.0427282797911062,0.00935734379063956,0.00316505776230416,0.0251490615313044,0.0158252888115208
"LUAL","LUAL8","C",9,2.55,3.529411765,568.71,8.02509202221771,9,8.02509202221771,9,0,0,0,0,0,0,0,0,0.0141110443322919,0.0158252888115208,0.0141110443322919,0.0158252888115208,0,0,0,0
